Index,SentenceStructure,NumIndependentClauses,NumDependentClauses,HasParticipialPhrase,HasHangingParticiple,AvgSentenceLength,SentenceLengthVariance,UsesPassiveVoice,ClauseEmbeddingDepth,TypeTokenRatio,NumIdioms,SentenceStartRepetition
9086,2,15,11,1,0,22.285714285714285,71.16058394160584,1,3.0,0.4721115537848605,0,0.0
9087,2,8,9,1,0,22.58823529411765,78.67136150234742,1,2.0,0.5363128491620112,0,0.0
9088,2,22,15,1,0,24.24324324324325,77.06919517404911,1,3.0,0.4933774834437086,0,1.0
9089,2,27,26,1,0,18.73584905660377,48.65658670851248,1,2.0,0.4171779141104294,1,1.0
9090,2,25,14,1,0,21.25,50.34693877551021,1,2.0,0.4755244755244755,0,0.0
9091,2,19,18,1,0,23.81081081081081,76.1663393987676,1,2.0,0.4922619047619047,0,1.0
9092,2,21,25,1,0,23.28260869565217,59.87861531454239,1,3.0,0.4978723404255319,0,0.0
9093,2,22,12,1,0,22.73529411764706,63.04411764705882,1,2.0,0.5512820512820513,0,1.0
9094,2,12,16,1,0,27.607142857142858,66.17091836734694,1,3.0,0.5774647887323944,0,0.0
9095,2,14,14,1,0,24.571428571428573,54.57142857142857,1,2.0,0.5384615384615384,0,0.0
9096,2,15,14,0,0,20.0,37.93103448275862,1,2.0,0.6077586206896552,0,0.0
9097,2,12,12,1,0,28.25,79.01086956521739,1,3.0,0.5871212121212122,0,0.0
9098,2,23,21,1,0,33.06818181818182,105.68697478991598,1,3.0,0.4966216216216216,0,1.0
9099,2,21,6,0,0,15.037037037037036,18.39570728639352,1,1.0,0.5985915492957746,0,1.0
9100,2,11,15,1,0,26.08,140.92,1,2.0,0.56,0,1.0
9101,2,22,19,1,0,22.95,151.53,1,2.0,0.58,0,1.0
9102,2,14,16,1,0,24.93,99.24,1,2.0,0.59,0,1.0
9103,2,25,29,1,0,22.19,61.79,1,2.0,0.49,0,1.0
9104,2,24,16,1,0,22.55,47.54,1,2.0,0.57,0,1.0
9105,2,14,14,1,0,25.0,68.36,1,2.0,0.63,0,1.0
9106,2,13,13,1,0,26.54,60.11,1,2.0,0.64,0,1.0
9107,2,10,9,1,0,25.79,58.95,1,2.0,0.67,0,1.0
9108,2,22,17,1,0,24.33,36.51,1,2.0,0.6,0,1.0
9109,2,22,16,1,0,18.87,37.62,1,2.0,0.62,0,1.0
9110,2,9,10,1,0,29.37,45.92,1,2.0,0.66,0,1.0
9111,2,10,10,1,0,24.2,21.36,0,2.0,0.73,0,1.0
9112,2,19,15,1,0,27.18,52.54,1,2.0,0.56,0,1.0
9113,2,16,20,1,0,35.5,184.41,1,2.0,0.57,0,1.0
9114,3,9,4,1,0,24.08,138.27,1,1.0,0.65,1,1.0
9115,3,13,9,1,0,29.32,376.52,1,1.0,0.63,0,1.0
9116,3,18,13,1,0,21.45,368.51,1,1.0,0.67,0,1.0
9117,1,4,3,1,0,28.14,52.91,1,1.0,0.84,0,0.0
9118,1,3,3,1,0,37.33,227.55,1,1.0,0.78,0,1.0
9119,3,20,23,1,0,26.6,159.45,1,2.0,0.56,0,1.0
9120,3,19,12,1,0,20.45,107.55,1,1.0,0.65,0,1.0
9121,3,12,17,1,0,30.66,182.22,1,1.0,0.69,0,1.0
9122,3,16,11,1,0,20.66,136.91,1,1.0,0.63,0,1.0
9123,0,31,34,1,0,26.93,17.99,1,2.0,0.67,0,1.0
9124,3,19,15,1,0,32.76,121.64,1,1.0,0.66,0,1.0
9125,0,6,3,1,0,26.22,48.91,1,1.0,0.81,0,1.0
9126,3,15,16,1,0,28.09,113.77,1,1.0,0.69,0,1.0
9127,3,14,14,1,0,23.14,10.93,1,1.0,0.67,0,1.0
9128,2,16,20,1,0,32.85,1271.24,1,3.0,0.49,3,1.0
9129,2,20,12,1,0,23.03,346.46,1,3.0,0.51,1,1.0
9130,2,17,19,1,0,30.78,485.99,1,3.0,0.53,0,0.0
9131,2,20,19,0,0,25.41,283.37,1,3.0,0.51,2,0.0
9132,2,13,16,1,0,31.07,375.34,1,3.0,0.56,2,0.0
9133,2,18,17,1,0,29.94,352.62,1,3.0,0.56,1,1.0
9134,2,10,14,1,0,36.17,320.71,1,3.0,0.55,0,0.0
9135,2,11,6,0,0,22.82,146.13,1,2.0,0.63,0,1.0
9136,2,14,17,1,0,35.32,498.04,1,3.0,0.55,1,0.0
9137,2,13,18,1,0,34.87,423.81,1,3.0,0.53,0,1.0
9138,2,17,13,0,0,24.97,233.54,1,3.0,0.51,0,1.0
9139,2,16,12,1,0,27.86,264.73,1,3.0,0.56,0,1.0
9140,2,20,13,1,0,21.76,107.17,1,2.0,0.62,0,1.0
9141,2,17,3,0,0,26.35,200.47,1,2.0,0.58,0,1.0
9142,2,10,11,1,0,20.48,107.85,1,2.0,0.47,0,1.0
9143,2,20,16,1,0,26.56,142.33,1,2.0,0.53,0,0.0
9144,2,15,16,1,0,25.48,120.34,1,2.0,0.48,0,0.0
9145,2,20,12,1,0,21.22,83.41,1,2.0,0.58,0,1.0
9146,2,17,11,1,0,27.68,101.54,1,2.0,0.56,0,0.0
9147,2,15,12,1,0,30.22,125.98,1,2.0,0.48,0,1.0
9148,2,12,12,1,0,26.42,108.75,1,2.0,0.62,0,1.0
9149,2,15,2,0,0,14.88,33.52,1,1.0,0.68,0,1.0
9150,2,17,9,1,0,20.73,55.66,1,2.0,0.64,0,1.0
9151,2,17,15,1,0,28.56,98.23,1,2.0,0.57,0,1.0
9152,2,15,11,1,0,26.58,69.89,1,2.0,0.59,0,1.0
9153,2,17,13,1,0,27.27,110.45,1,2.0,0.63,0,1.0
9154,2,17,12,1,0,24.86,79.54,1,2.0,0.63,0,1.0
9155,2,16,16,1,0,35.22,165.78,1,2.0,0.55,0,1.0
9156,2,12,12,1,0,25.96,142.38,1,2.0,0.52,0,1.0
9157,2,31,8,1,0,19.05,77.45,1,1.0,0.64,1,1.0
9158,2,23,18,1,0,23.63,88.92,1,2.0,0.67,0,1.0
9159,2,14,8,1,0,30.36,132.68,1,1.0,0.57,0,1.0
9160,2,19,13,1,0,27.19,125.5,1,2.0,0.63,0,1.0
9161,2,27,12,1,0,20.59,70.1,1,2.0,0.52,0,1.0
9162,2,16,7,1,0,28.78,116.8,1,2.0,0.54,0,1.0
9163,2,18,12,1,0,23.5,56.33,1,2.0,0.65,0,1.0
9164,2,19,11,1,0,22.1,55.29,1,2.0,0.52,0,1.0
9165,2,11,10,1,0,28.95,135.55,1,2.0,0.64,0,1.0
9166,2,14,11,1,0,22.64,41.36,1,2.0,0.58,0,1.0
9167,2,15,12,1,0,25.04,66.37,1,2.0,0.55,0,1.0
9168,2,21,15,1,0,25.22,100.48,1,2.0,0.55,0,1.0
9169,2,16,13,1,0,30.69,104.59,1,2.0,0.65,0,1.0
9170,2,11,9,1,0,20.95,68.29,1,2.0,0.48,1,1.0
9171,2,20,8,1,0,18.04,56.93,1,1.0,0.52,1,1.0
9172,2,25,14,1,0,20.74,56.97,1,1.0,0.47,0,1.0
9173,2,19,12,1,0,19.26,51.33,1,1.0,0.54,0,1.0
9174,2,24,20,1,0,26.17,73.23,1,2.0,0.57,3,0.0
9175,2,15,12,1,0,25.33,53.94,1,2.0,0.61,0,1.0
9176,2,17,15,1,0,29.56,57.37,1,2.0,0.62,0,0.0
9177,2,18,16,1,0,31.79,55.12,1,2.0,0.66,0,1.0
9178,2,30,16,1,0,22.22,50.87,1,1.0,0.55,0,1.0
9179,2,20,13,1,0,24.67,47.22,1,1.0,0.62,0,1.0
9180,2,19,12,1,0,23.55,48.19,1,1.0,0.59,0,1.0
9181,2,23,18,1,0,26.73,61.48,1,2.0,0.61,0,1.0
9182,2,20,11,1,0,20.58,49.52,1,1.0,0.6,0,1.0
9183,2,20,14,1,0,23.26,53.25,1,1.0,0.61,0,1.0
9184,2,17,17,1,0,23.71,1379.49,1,3.0,0.44,4,1.0
9185,2,15,14,1,0,27.62,1049.38,1,2.0,0.49,2,1.0
9186,2,5,4,1,0,28.22,235.76,1,2.0,0.65,0,0.0
9187,2,23,11,1,0,20.24,283.28,1,2.0,0.48,0,1.0
9188,2,15,15,1,0,28.41,251.19,1,2.0,0.47,0,1.0
9189,2,22,18,1,0,27.05,359.74,1,2.0,0.47,0,1.0
9190,2,11,13,1,0,32.25,287.93,1,3.0,0.58,0,1.0
9191,2,17,11,1,0,29.11,308.78,1,2.0,0.55,1,1.0
9192,2,11,2,0,0,21.77,59.56,1,1.0,0.61,0,1.0
9193,2,13,14,1,0,31.74,264.85,1,2.0,0.52,0,1.0
9194,2,7,6,1,0,27.15,118.83,1,2.0,0.65,0,0.0
9195,2,11,6,1,0,27.65,118.01,1,2.0,0.62,0,1.0
9196,2,7,6,1,0,28.0,159.67,1,2.0,0.64,0,0.0
9197,2,12,6,0,0,24.22,102.32,1,1.0,0.54,0,1.0
9198,2,21,19,1,0,21.05,72.42,0,2.0,0.55,0,1.0
9199,2,43,27,1,0,20.34,66.83,1,2.0,0.57,0,1.0
9200,2,20,22,1,0,23.71,111.85,1,2.0,0.62,0,1.0
9201,2,14,14,1,0,22.71,43.13,1,2.0,0.59,0,1.0
9202,2,22,18,1,0,23.45,56.15,1,2.0,0.63,0,1.0
9203,2,23,12,1,0,21.6,50.69,1,2.0,0.66,0,1.0
9204,2,14,16,1,0,26.2,58.16,1,2.0,0.58,0,1.0
9205,2,17,7,0,0,21.25,40.19,1,1.0,0.54,0,1.0
9206,2,21,14,1,0,27.74,90.85,1,2.0,0.66,0,1.0
9207,2,11,5,1,0,24.44,34.82,1,1.0,0.66,0,0.0
9208,2,22,18,1,0,24.25,53.8,1,2.0,0.58,0,1.0
9209,2,22,8,0,0,19.73,27.71,1,1.0,0.61,0,1.0
9210,2,31,25,1,0,21.5,43.53,1,2.0,0.57,0,1.0
9211,2,18,14,1,0,24.09,33.87,1,2.0,0.63,0,1.0
9212,2,10,9,1,1,22.11,118.15,1,2.0,0.56,1,1.0
9213,2,11,7,1,0,22.22,119.15,1,2.0,0.52,0,0.0
9214,2,16,11,1,0,20.81,92.07,1,2.0,0.55,0,1.0
9215,2,17,17,1,0,25.06,102.88,1,2.0,0.47,0,1.0
9216,2,10,15,1,0,26.32,59.73,1,3.0,0.54,0,1.0
9217,2,10,12,1,0,24.14,50.06,1,2.0,0.56,0,1.0
9218,2,18,11,0,0,18.83,50.42,1,1.0,0.46,0,1.0
9219,2,10,13,1,0,18.04,33.56,1,2.0,0.45,0,1.0
9220,2,23,15,1,0,20.47,43.05,1,1.0,0.45,0,1.0
9221,2,10,11,1,0,23.05,41.33,1,2.0,0.54,0,1.0
9222,2,10,9,1,0,20.58,58.72,1,2.0,0.48,0,1.0
9223,2,10,13,1,0,22.69,63.05,1,2.0,0.51,0,1.0
9224,2,25,25,1,0,25.72,84.58,1,2.0,0.45,1,0.0
9225,2,11,10,1,0,22.14,31.91,1,2.0,0.54,0,1.0
9226,2,18,12,1,0,25.27,398.54,1,2.0,0.49,0,0.0
9227,2,16,12,1,0,22.18,139.17,1,2.0,0.56,0,0.0
9228,2,32,25,1,0,24.09,236.01,1,2.0,0.56,0,1.0
9229,2,13,4,0,0,24.88,168.48,1,1.0,0.53,0,1.0
9230,2,13,12,0,0,20.48,68.36,1,1.0,0.54,0,1.0
9231,2,20,15,1,0,28.23,125.43,1,2.0,0.54,0,1.0
9232,2,30,24,1,0,30.28,357.73,1,2.0,0.48,0,1.0
9233,2,14,6,1,0,26.25,310.43,1,1.0,0.58,0,1.0
9234,2,30,11,1,0,21.85,82.01,1,1.0,0.54,0,1.0
9235,2,15,14,1,0,30.17,65.44,1,2.0,0.58,0,0.0
9236,2,11,9,1,0,25.55,41.15,1,2.0,0.62,0,0.0
9237,4,9,0,0,0,29.67,0.0,1,0.0,0.63,0,1.0
9238,2,17,13,1,0,22.2,59.46,1,1.0,0.6,0,1.0
9239,2,22,12,1,0,22.26,74.99,1,2.0,0.55,0,1.0
9240,2,20,9,1,0,19.72,105.57,1,1.0,0.52,1,1.0
9241,2,17,20,1,0,22.59,109.49,1,2.0,0.61,0,0.0
9242,2,34,26,1,0,23.5,126.23,1,2.0,0.54,0,1.0
9243,2,18,17,1,0,22.0,88.69,1,2.0,0.6,0,1.0
9244,2,16,8,1,0,17.42,63.22,1,1.0,0.55,0,1.0
9245,2,11,11,1,0,24.32,82.13,1,2.0,0.6,0,1.0
9246,2,11,8,1,0,25.32,83.01,1,2.0,0.66,0,1.0
9247,2,21,11,1,0,24.0,92.64,1,2.0,0.59,0,1.0
9248,2,26,13,1,0,26.31,105.29,1,2.0,0.56,0,1.0
9249,2,13,13,1,0,30.0,110.77,1,2.0,0.58,0,1.0
9250,2,30,15,1,0,16.87,45.58,1,1.0,0.58,0,1.0
9251,2,11,8,1,0,31.47,128.42,1,2.0,0.56,0,1.0
9252,2,23,10,1,0,17.36,47.48,1,1.0,0.56,0,1.0
9253,2,13,10,1,0,20.57,53.37,1,1.0,0.56,0,1.0
9254,2,19,15,1,0,22.88,155.09,1,3.0,0.51,0,0.0
9255,2,4,7,1,0,39.0,430.0,0,3.0,0.69,0,0.0
9256,2,11,11,1,0,28.45,124.88,1,3.0,0.58,0,0.0
9257,2,5,6,1,0,30.27,188.62,1,2.0,0.64,0,0.0
9258,2,13,5,1,0,21.0,55.74,1,1.0,0.57,0,1.0
9259,2,15,14,1,0,24.45,61.25,1,2.0,0.64,0,0.0
9260,2,13,4,1,0,21.65,68.76,1,1.0,0.76,0,1.0
9261,2,14,16,1,0,30.0,84.38,1,2.0,0.55,0,0.0
9262,2,21,17,1,0,21.08,66.84,1,2.0,0.53,0,1.0
9263,2,15,11,1,0,24.42,62.01,1,2.0,0.66,0,0.0
9264,2,12,5,1,0,21.71,33.13,1,1.0,0.71,0,1.0
9265,2,20,18,1,0,21.53,60.44,1,2.0,0.61,0,1.0
9266,2,20,15,1,0,21.29,45.05,1,1.0,0.59,0,1.0
9267,2,14,20,1,0,24.26,10.09,1,3.0,0.61,0,1.0
9268,3,14,17,1,0,24.94,141.43,1,2.0,0.47,1,
9269,3,20,19,1,0,16.05,40.05,1,2.0,0.41,0,
9270,3,10,12,1,0,25.14,36.03,1,3.0,0.62,0,
9271,3,13,10,1,0,17.09,29.48,1,2.0,0.54,0,
9272,3,21,19,1,0,20.55,43.1,1,2.0,0.52,0,
9273,3,15,10,0,0,21.56,38.56,1,2.0,0.51,0,
9274,3,13,11,1,0,26.38,20.09,1,3.0,0.57,0,
9275,3,18,14,1,0,21.28,27.78,1,3.0,0.57,0,
9276,3,10,8,1,0,24.89,15.32,1,2.0,0.64,0,
9277,3,11,6,1,0,17.82,15.16,1,2.0,0.55,0,
9278,3,12,7,1,0,18.58,27.65,1,2.0,0.49,0,
9279,3,10,10,1,0,25.5,19.44,1,3.0,0.66,0,
9280,3,24,21,1,0,21.29,23.25,1,2.0,0.52,0,
9281,3,13,13,1,0,29.71,28.91,1,3.0,0.61,0,
9282,3,17,14,1,0,25.16,126.45,1,2.0,0.45,1,1.0
9283,3,7,3,1,0,28.67,144.22,1,1.0,0.62,0,0.0
9284,3,20,15,1,0,24.8,111.76,0,2.0,0.43,0,1.0
9285,3,21,20,1,0,25.88,105.55,1,2.0,0.4,0,1.0
9286,3,10,8,1,0,24.67,56.97,1,2.0,0.56,0,1.0
9287,3,13,7,1,0,25.4,59.64,1,1.0,0.54,0,1.0
9288,3,22,2,1,0,15.71,32.88,1,1.0,0.58,0,1.0
9289,3,11,8,1,0,28.16,61.14,1,2.0,0.57,0,1.0
9290,3,6,4,1,0,28.5,46.75,1,2.0,0.6,0,0.0
9291,3,15,11,1,0,30.08,69.31,1,2.0,0.48,0,1.0
9292,3,14,9,1,0,20.48,48.34,1,1.0,0.49,0,1.0
9293,3,15,5,1,0,24.95,49.71,1,1.0,0.56,0,1.0
9294,3,20,12,1,0,23.78,41.51,1,1.0,0.52,0,1.0
9295,3,7,7,1,0,25.57,51.96,1,2.0,0.6,0,0.0
9296,3,24,9,1,0,21.42,407.01,1,2.0,0.64,0,1.0
9297,3,26,24,1,0,26.38,131.98,1,3.0,0.65,0,1.0
9298,3,15,10,1,0,27.08,87.68,1,2.0,0.65,0,0.0
9299,3,21,14,1,0,30.4,117.86,1,2.0,0.67,0,1.0
9300,3,22,14,1,0,17.97,89.06,1,2.0,0.68,0,1.0
9301,3,13,8,0,0,24.29,88.88,1,2.0,0.73,0,0.0
9302,3,21,18,1,0,28.38,100.3,1,3.0,0.67,0,1.0
9303,3,24,20,1,0,24.02,94.93,0,3.0,0.68,0,1.0
9304,3,22,17,1,0,23.38,89.15,1,2.0,0.69,0,1.0
9305,3,21,17,0,0,23.21,94.81,1,2.0,0.67,0,1.0
9306,3,20,16,1,0,26.89,71.36,1,2.0,0.7,0,1.0
9307,3,21,20,1,0,32.54,105.9,0,2.0,0.68,0,1.0
9308,3,12,10,1,0,31.7,105.01,0,2.0,0.76,0,1.0
9309,3,17,14,1,0,28.23,56.47,1,2.0,0.73,0,1.0
9310,2,21,23,1,0,23.25,224.45,1,2.0,0.45,0,1.0
9311,2,7,8,1,0,26.33,83.22,1,1.0,0.66,0,0.0
9312,2,28,20,1,0,21.25,57.87,1,1.0,0.43,0,0.0
9313,2,17,17,1,0,24.17,72.97,1,1.0,0.46,0,0.0
9314,2,8,4,1,0,23.75,154.94,1,1.0,0.58,0,0.0
9315,2,22,14,1,0,24.33,65.52,1,1.0,0.45,0,1.0
9316,2,24,14,1,0,21.74,63.59,1,1.0,0.44,0,0.0
9317,2,18,14,1,0,25.81,75.12,1,1.0,0.51,0,0.0
9318,2,12,11,1,0,28.56,92.08,1,1.0,0.45,0,0.0
9319,2,13,13,1,0,25.46,65.68,1,1.0,0.51,0,0.0
9320,2,25,14,1,0,22.03,57.38,1,1.0,0.52,0,1.0
9321,2,22,17,1,0,22.03,43.44,1,1.0,0.45,0,1.0
9322,2,20,17,1,0,22.49,51.07,1,1.0,0.45,0,1.0
9323,2,12,10,1,0,26.77,69.74,1,1.0,0.48,0,0.0
9324,2,9,8,1,0,26.25,1064.9375,1,2.0,0.5572916666666666,0,0.0
9325,2,26,11,1,0,18.783783783783782,451.6351351351352,1,1.0,0.6464968152866242,0,0.0
9326,2,9,10,1,0,29.63157894736842,671.8157894736842,1,2.0,0.7264957264957265,0,0.0
9327,2,16,10,1,0,28.07692307692308,270.8997076023392,1,1.0,0.6331570247933884,1,0.0
9328,2,10,1,0,0,24.09090909090909,269.9917355371901,1,1.0,0.7254901960784313,0,1.0
9329,2,14,15,1,0,27.13793103448276,301.3377483443708,0,2.0,0.6507936507936508,0,0.0
9330,2,22,10,1,0,24.5625,260.5868159203981,1,2.0,0.7540983606557377,0,1.0
9331,2,16,6,1,0,23.363636363636363,170.696335078534,0,2.0,0.7117437722419929,0,1.0
9332,2,10,4,1,0,24.0,64.44444444444444,1,1.0,0.7647058823529411,0,0.0
9333,2,20,10,1,0,31.23333333333333,364.4322222222222,1,2.0,0.6506024096385542,0,1.0
9334,2,22,14,1,0,30.916666666666668,347.3162393162393,1,2.0,0.6638297872340425,0,1.0
9335,2,31,18,1,0,31.428571428571427,305.91522491349485,1,2.0,0.6328125,0,1.0
9336,2,23,14,1,0,23.783783783783782,107.3918918918919,0,2.0,0.7633587786259542,0,0.0
9337,2,52,25,1,0,28.103896103896105,246.70761146974064,1,2.0,0.6772334293948127,0,0.0
9338,2,16,17,1,0,22.21,122.09,1,3.0,0.56,0,1.0
9339,2,14,16,1,0,23.33,73.13,1,2.0,0.59,0,1.0
9340,2,27,16,1,0,15.23,44.51,1,3.0,0.67,0,1.0
9341,2,12,14,1,0,20.38,42.35,1,2.0,0.68,0,1.0
9342,2,13,17,1,0,26.47,72.87,1,2.0,0.65,0,1.0
9343,2,4,7,1,0,33.36,335.49,1,2.0,0.72,0,0.0
9344,2,16,7,1,0,17.26,39.84,1,2.0,0.76,0,1.0
9345,2,14,19,1,0,22.21,67.65,1,3.0,0.65,0,1.0
9346,2,15,9,1,0,24.38,73.12,1,2.0,0.67,0,1.0
9347,2,21,23,1,0,24.09,167.22,1,3.0,0.56,0,1.0
9348,2,20,12,1,0,16.25,53.94,1,2.0,0.71,0,1.0
9349,2,13,14,1,0,24.67,74.52,1,2.0,0.64,0,1.0
9350,2,12,12,1,0,27.17,64.98,1,2.0,0.66,0,1.0
9351,2,18,19,1,0,27.3,69.05,1,2.0,0.61,0,1.0
9352,2,15,13,1,1,22.55,138.01,1,2.0,0.49,2,1.0
9353,2,12,7,0,0,28.74,93.41,1,1.0,0.55,0,0.0
9354,2,10,4,1,0,28.57,113.27,1,1.0,0.6,0,0.0
9355,2,10,5,1,0,33.53,209.79,1,1.0,0.51,0,1.0
9356,1,7,2,1,0,21.67,31.33,0,1.0,0.67,0,0.0
9357,2,13,14,1,0,29.93,86.77,1,2.0,0.58,0,0.0
9358,2,11,6,1,0,32.06,131.62,1,1.0,0.65,0,0.0
9359,2,12,6,0,0,23.33,87.58,1,1.0,0.54,0,0.0
9360,2,12,14,1,0,35.22,85.53,1,2.0,0.61,0,0.0
9361,2,19,9,1,0,32.43,123.09,1,1.0,0.66,0,1.0
9362,2,14,10,1,0,29.29,57.93,1,1.0,0.62,0,0.0
9363,2,10,7,1,0,35.76,99.06,1,1.0,0.61,0,0.0
9364,2,21,14,1,0,27.77,79.36,1,1.0,0.55,1,1.0
9365,2,14,10,1,0,32.78,93.07,1,1.0,0.62,0,0.0
9366,2,12,11,1,0,26.83,108.72,1,3.0,0.54,0,1.0
9367,2,42,34,1,0,30.23,225.34,1,3.0,0.51,0,1.0
9368,2,20,16,1,0,28.08,154.45,1,2.0,0.61,0,1.0
9369,2,21,10,1,0,13.84,49.99,1,2.0,0.69,0,1.0
9370,2,16,11,1,0,27.37,62.89,1,2.0,0.59,0,1.0
9371,2,10,10,1,0,25.0,147.11,1,2.0,0.53,0,1.0
9372,2,18,15,1,0,27.96,87.97,1,2.0,0.64,0,1.0
9373,2,31,23,1,0,25.98,121.89,1,2.0,0.55,0,1.0
9374,2,19,17,1,0,32.97,140.57,1,2.0,0.59,0,1.0
9375,2,20,17,1,0,22.11,52.54,1,2.0,0.58,0,1.0
9376,2,18,10,1,0,20.57,35.94,1,2.0,0.64,0,1.0
9377,2,22,13,1,0,22.17,39.16,1,2.0,0.65,0,1.0
9378,2,21,15,1,0,30.53,74.55,1,2.0,0.63,0,1.0
9379,2,6,6,1,0,24.0,35.2,1,2.0,0.65,0,1.0
9380,2,14,17,1,0,23.42,107.59,1,3.0,0.47,0,1.0
9381,2,20,24,1,0,26.57,66.55,1,3.0,0.44,1,1.0
9382,2,13,9,0,0,26.09,78.58,1,2.0,0.54,0,0.0
9383,2,17,14,1,0,24.48,72.32,1,3.0,0.57,0,0.0
9384,2,10,14,1,0,26.29,70.29,1,3.0,0.56,0,1.0
9385,2,17,27,1,0,28.23,107.01,1,4.0,0.43,0,1.0
9386,2,11,11,1,0,26.82,35.43,1,2.0,0.57,0,1.0
9387,2,25,29,1,0,30.04,83.11,1,3.0,0.41,0,1.0
9388,2,10,15,1,0,24.12,58.28,1,3.0,0.56,0,1.0
9389,2,10,14,1,0,28.96,81.04,1,2.0,0.58,0,1.0
9390,2,10,14,1,0,29.58,106.44,0,3.0,0.59,0,1.0
9391,2,42,32,1,0,21.45,46.29,1,2.0,0.43,0,1.0
9392,2,13,12,1,0,22.36,22.95,1,2.0,0.54,0,1.0
9393,2,11,9,1,0,21.1,22.39,1,2.0,0.61,0,1.0
9394,2,9,7,1,0,23.68,159.19,1,2.0,0.49,0,1.0
9395,2,13,13,1,0,32.79,224.18,1,2.0,0.58,0,0.0
9396,2,13,16,1,0,26.21,85.37,1,2.0,0.52,0,1.0
9397,2,12,12,1,0,31.54,77.31,1,2.0,0.54,0,0.0
9398,2,10,16,1,0,30.5,48.65,1,2.0,0.54,0,0.0
9399,2,16,11,1,0,21.04,39.13,1,1.0,0.42,0,0.0
9400,2,15,16,1,0,28.42,56.82,1,2.0,0.54,0,0.0
9401,2,12,11,1,0,30.65,48.87,1,1.0,0.55,0,0.0
9402,2,18,9,1,0,26.85,78.72,1,1.0,0.51,0,0.0
9403,2,25,25,1,0,30.18,47.9,1,2.0,0.52,0,0.0
9404,2,9,5,1,0,25.29,79.19,1,1.0,0.58,0,0.0
9405,2,12,18,1,0,30.9,55.04,1,2.0,0.54,0,0.0
9406,2,11,14,1,0,29.84,39.78,1,2.0,0.63,0,0.0
9407,2,20,15,1,0,23.71,53.99,1,1.0,0.58,0,0.0
9408,2,16,11,1,0,20.7,68.7,1,1.26,0.43,1,1.0
9409,2,15,18,1,0,26.2,102.8,1,1.21,0.46,1,1.0
9410,2,22,7,0,0,16.3,33.7,1,0.93,0.47,0,1.0
9411,2,11,10,1,0,25.0,75.6,1,1.19,0.43,0,1.0
9412,2,20,10,1,0,25.9,59.8,1,1.03,0.46,0,1.0
9413,2,24,23,1,0,23.1,57.7,1,1.15,0.44,0,1.0
9414,2,15,17,1,0,24.6,56.4,1,1.16,0.48,0,1.0
9415,2,18,15,1,0,27.4,89.3,1,1.06,0.43,0,1.0
9416,2,20,13,1,0,27.5,68.9,1,1.09,0.47,0,1.0
9417,2,14,12,1,0,24.1,40.8,1,1.08,0.48,0,1.0
9418,2,14,20,1,0,28.8,90.1,1,1.29,0.49,0,1.0
9419,2,15,17,1,0,29.4,67.2,1,1.19,0.47,0,1.0
9420,2,18,11,1,0,18.2,33.4,1,1.0,0.46,0,1.0
9421,2,18,5,1,0,16.2,22.6,1,0.83,0.49,0,1.0
9422,2,12,11,1,1,23.7,145.2,1,2.0,0.5,0,
9423,2,23,10,1,0,17.6,71.7,1,2.0,0.52,0,
9424,2,20,26,1,0,23.3,150.3,1,3.0,0.49,0,
9425,2,23,14,1,0,22.0,95.3,1,2.0,0.55,0,
9426,2,10,10,1,0,32.0,78.1,1,2.0,0.65,0,
9427,2,9,10,1,0,30.9,104.8,1,2.0,0.6,0,0.0
9428,2,15,10,1,0,31.4,90.7,1,2.0,0.58,0,
9429,2,16,13,1,0,17.7,49.7,1,2.0,0.53,0,
9430,2,14,12,1,0,30.6,111.6,1,2.0,0.58,0,
9431,2,13,13,1,0,22.1,65.2,1,2.0,0.62,0,
9432,2,17,14,1,0,29.5,96.9,1,2.0,0.58,0,
9433,2,14,16,1,0,31.9,102.6,1,2.0,0.59,0,
9434,2,23,20,1,0,22.0,64.9,1,2.0,0.53,0,
9435,2,22,13,1,0,20.4,68.3,1,1.0,0.49,0,
9436,2,18,17,1,0,21.29,109.69,1,2.0,0.48,0,1.0
9437,2,21,13,1,0,19.56,81.36,1,2.0,0.46,0,1.0
9438,2,22,12,1,0,20.29,53.49,1,2.0,0.52,0,1.0
9439,2,14,10,1,0,22.5,74.0,1,2.0,0.52,0,1.0
9440,2,14,13,1,0,30.07,77.02,1,2.0,0.59,1,0.0
9441,2,11,2,0,0,18.54,38.89,1,1.0,0.57,0,1.0
9442,2,28,24,1,0,23.83,123.49,1,2.0,0.47,0,1.0
9443,2,19,15,1,0,26.38,76.69,1,2.0,0.51,0,1.0
9444,2,22,23,1,0,26.6,74.84,1,2.0,0.58,0,1.0
9445,2,22,22,1,0,27.8,69.64,1,2.0,0.5,0,1.0
9446,2,28,24,1,0,23.42,89.68,1,2.0,0.47,0,1.0
9447,2,10,13,1,0,22.83,65.11,1,2.0,0.58,0,1.0
9448,2,9,6,1,0,22.13,41.61,1,2.0,0.54,0,1.0
9449,2,11,9,1,0,21.67,43.94,1,2.0,0.54,0,1.0
9450,2,25,11,1,0,25.47,104.59,1,3.0,0.42,0,1.0
9451,2,23,11,1,0,22.06,61.52,1,2.0,0.56,0,1.0
9452,2,20,9,1,0,21.24,55.68,1,2.0,0.57,0,1.0
9453,2,12,9,1,0,27.14,48.25,1,2.0,0.64,0,1.0
